id,years_experience,technical_skills,num_skills,previous_domains,preferred_role,current_salary,education_level,has_certifications,location_preference,last_job_duration,it_state
509,2.9,"Node.js,React,Python,Java,C++,Go",6,"Cloud Computing,Network Engineering,Web Development",Full Stack Developer,99780,Bachelors,True,On-site,2.9,Massachusetts
510,6.2,"Java,AWS,Linux,JavaScript",4,"Cloud Computing,Network Engineering",Software Engineer,136345,Masters,True,Hybrid,2.7,Oregon
511,2.4,"Linux,Python,Azure",3,"Database Administration,Security,Data Science",Software Engineer,91391,Bachelors,True,On-site,3.0,Oregon
512,7.0,"React,Azure,TensorFlow",3,DevOps,Full Stack Developer,144098,Bachelors,True,Remote,2.4,Florida
513,5.8,"AWS,Git,Microservices,JavaScript,Docker,Node.js",6,Cloud Computing,DevOps Engineer,144575,Masters,True,Remote,1.2,Texas
514,8.0,"MongoDB,REST API,Java,Python,React,JavaScript",6,Web Development,Software Engineer,175350,Bachelors,False,Remote,1.3,Colorado
515,6.0,"Node.js,React,Git,JavaScript",4,"Machine Learning,DevOps,Data Science",Systems Engineer,126895,Bachelors,False,On-site,1.4,Virginia
516,4.8,"Python,Java,Kubernetes",3,Network Engineering,Database Administrator,113325,Masters,True,On-site,1.2,Massachusetts
517,7.7,"REST API,Git,C++,JavaScript,PyTorch,Ruby,Docker",7,Web Development,Full Stack Developer,155600,Masters,False,Hybrid,2.4,Florida
518,6.6,"Docker,Git,MongoDB,SQL,React,Java,Azure",7,Cloud Computing,Software Engineer,149657,PhD,True,Hybrid,3.3,Arizona
519,6.1,"Docker,SQL,REST API",3,Cloud Computing,Full Stack Developer,126912,PhD,False,Remote,2.1,New York
520,6.3,"React,Azure,Docker,JavaScript,Linux,Node.js,Git",7,"Web Development,Cloud Computing",Systems Engineer,153506,Masters,True,Hybrid,2.9,Massachusetts
521,5.3,"Go,Azure,TensorFlow,Git,AWS",5,"Cloud Computing,Systems Architecture,Data Science",Security Analyst,123965,Bachelors,True,Remote,1.1,Florida
522,5.4,"Microservices,React,Java",3,Network Engineering,Systems Engineer,113437,Bachelors,True,Remote,2.3,Virginia
523,3.7,"Java,SQL,AWS,Python",4,"Web Development,Data Science",Software Engineer,103612,Bachelors,False,On-site,3.5,Illinois
524,5.1,"SQL,Docker,AWS,Git,Microservices",5,Machine Learning,Cloud Architect,119485,Masters,True,Remote,1.2,North Carolina
525,6.6,"Git,C++,SQL,React,Node.js,Azure,Microservices",7,"Web Development,Cloud Computing",Data Scientist,158380,Bachelors,False,Hybrid,1.6,Oregon
526,7.2,"Microservices,Python,Git,Azure,SQL,Node.js",6,"Web Development,Mobile Development,Security",Systems Engineer,148577,Bachelors,False,Remote,3.2,New York
527,5.8,"SQL,Ruby,Python,AWS",4,"Cloud Computing,Network Engineering",Database Administrator,126635,Bachelors,False,On-site,3.8,Massachusetts
528,7.9,"Docker,SQL,Java,Kubernetes,TensorFlow,Microservices,Azure,REST API",8,"Mobile Development,Web Development",Full Stack Developer,162892,Bachelors,False,Hybrid,1.0,Oregon
529,3.4,"Git,JavaScript,SQL,C++,React,Node.js",6,"Web Development,Cloud Computing,DevOps",Software Engineer,103161,Bachelors,False,Hybrid,2.8,Arizona
530,6.5,"Microservices,TensorFlow,Git,JavaScript,SQL,Azure,Linux",7,"Cloud Computing,Database Administration,Machine Learning",Software Engineer,147794,Masters,False,Hybrid,3.2,Texas
531,5.4,"TensorFlow,Python,Java,SQL,React,Ruby,Node.js,Kubernetes",8,"Systems Architecture,Network Engineering,Mobile Development",Security Analyst,144528,Bachelors,False,Hybrid,3.4,Texas
532,7.4,"Microservices,Go,Python,JavaScript,REST API,Java",6,Security,Data Scientist,159302,Bachelors,False,On-site,3.4,Oregon
533,5.5,"Ruby,REST API,Python,Git",4,"Web Development,DevOps",Systems Engineer,135215,Masters,True,Hybrid,2.9,New York
534,6.2,"C++,React,JavaScript,REST API,Git,AWS,PyTorch,Python",8,DevOps,Software Engineer,161611,Bachelors,True,Hybrid,2.4,North Carolina
535,7.5,"MongoDB,C++,React,Kubernetes,AWS,Git,Docker,SQL",8,"Web Development,DevOps,Cloud Computing",Data Scientist,150492,Bachelors,True,Remote,1.8,Virginia
536,3.7,"Azure,Ruby,AWS,Microservices,REST API",5,"Data Science,Web Development",Software Engineer,109396,Bachelors,False,Remote,1.7,Arizona
537,4.7,"SQL,TensorFlow,C++,MongoDB",4,"Web Development,Security",Full Stack Developer,110271,Bachelors,True,Remote,4.0,California
538,4.5,"Git,AWS,Docker,SQL,Microservices,React,JavaScript",7,DevOps,Software Engineer,133223,Masters,True,Hybrid,2.9,Florida
539,6.3,"Linux,Node.js,Python,React,AWS,Microservices,SQL,Git",8,"Cloud Computing,Systems Architecture,Data Science",Data Scientist,144008,Bachelors,True,Hybrid,2.1,Georgia
540,6.1,"MongoDB,Node.js,Git,JavaScript,SQL,Java,Go,Linux",8,"Data Science,Systems Architecture",Systems Engineer,156686,Bachelors,True,On-site,1.5,Florida
541,6.9,"MongoDB,Docker,AWS,SQL,Linux,Git,Python,React",8,"Security,DevOps,Data Science",Network Administrator,166863,Bachelors,False,Hybrid,1.8,Utah
542,7.0,"SQL,Git,Node.js,Go,Java,AWS",6,"Web Development,Database Administration",DevOps Engineer,150905,Bachelors,False,Remote,2.7,Florida
543,7.9,"Docker,AWS,JavaScript,C++,Node.js,TensorFlow",6,"DevOps,Machine Learning",DevOps Engineer,152758,Bachelors,False,Remote,2.8,California
544,4.6,"PyTorch,Docker,JavaScript,React",4,Mobile Development,Security Analyst,119105,Bachelors,False,Remote,1.3,Oregon
545,2.0,"Azure,AWS,Node.js,Kubernetes,Linux,React,C++",7,Systems Architecture,Software Engineer,98220,Bachelors,True,Remote,3.4,Texas
546,7.4,"Python,Azure,Microservices,C++",4,"Web Development,Data Science",Systems Engineer,130807,Bachelors,True,Remote,4.0,Massachusetts
547,2.7,"Python,Java,Git,SQL,JavaScript,React",6,"Security,Web Development",Network Administrator,99383,Masters,True,Remote,1.8,Virginia
548,3.1,"AWS,Linux,JavaScript",3,Cloud Computing,Software Engineer,98390,Bachelors,True,Hybrid,2.8,Georgia
549,7.3,"C++,SQL,Go,AWS,REST API",5,Systems Architecture,Data Scientist,162209,PhD,True,Remote,2.6,New York
550,3.2,"Microservices,Azure,REST API,Ruby,React,Java,Docker,AWS",8,"Web Development,Mobile Development,DevOps",Database Administrator,122611,Bachelors,True,On-site,2.8,Georgia
551,6.5,"Go,React,SQL,Java,Git",5,Mobile Development,Security Analyst,147020,Bachelors,True,On-site,1.4,Washington
552,4.5,"MongoDB,Node.js,Git,PyTorch",4,Cloud Computing,DevOps Engineer,113963,Masters,False,Hybrid,3.9,North Carolina
553,6.2,"REST API,C++,TensorFlow,Node.js",4,"Cloud Computing,Database Administration",Systems Engineer,141914,Bachelors,True,On-site,1.3,Massachusetts
554,3.5,"Git,JavaScript,Python,Linux,AWS,Docker",6,"Web Development,Machine Learning",Data Scientist,118085,Masters,True,Remote,3.5,New York
555,3.0,"Java,Linux,JavaScript,C++,Git,Ruby,MongoDB",7,"Web Development,Database Administration,Cloud Computing",Software Engineer,116011,Masters,True,Remote,1.6,Florida
556,2.1,"Azure,SQL,Kubernetes,Python,Ruby,Linux,Git",7,"Data Science,Web Development",Software Engineer,100049,Bachelors,True,Hybrid,1.9,North Carolina
557,3.9,"PyTorch,Node.js,Git,Azure,JavaScript,TensorFlow,Python",7,"Systems Architecture,Web Development",Software Engineer,113536,Bachelors,True,Hybrid,2.7,Texas
558,5.5,"Git,Python,Java",3,Data Science,Data Scientist,108285,Bachelors,True,Remote,3.8,Utah
559,7.8,"SQL,Kubernetes,Git",3,Mobile Development,DevOps Engineer,153603,Bachelors,True,On-site,4.0,Oregon
560,7.7,"Git,Microservices,PyTorch",3,"Data Science,Machine Learning,Mobile Development",Full Stack Developer,130747,Masters,True,Hybrid,1.9,Utah
561,5.5,"Linux,REST API,Microservices,Python",4,DevOps,Full Stack Developer,135883,Bachelors,True,Hybrid,2.1,Washington
562,6.1,"REST API,Docker,Microservices,Kubernetes",4,"Web Development,Mobile Development",Full Stack Developer,139984,Bachelors,True,Hybrid,3.6,Virginia
563,4.4,"React,C++,Node.js,REST API,SQL,Java,TensorFlow",7,Machine Learning,Software Engineer,117217,Bachelors,True,Hybrid,2.7,California
564,4.9,"React,Java,Go,AWS,C++,Git",6,"Web Development,DevOps",Software Engineer,121545,Bachelors,True,On-site,1.8,Georgia
565,7.6,"Kubernetes,Git,Node.js,React,Docker,Python",6,"Cloud Computing,Web Development,Systems Architecture",Data Scientist,148594,Masters,False,Remote,2.1,Arizona
566,4.6,"Git,Python,Azure,C++,Ruby",5,"Web Development,Database Administration",Data Scientist,131055,Bachelors,True,Remote,1.0,Oregon
567,6.0,"SQL,PyTorch,AWS,Python,Microservices,Docker,Git,JavaScript",8,"Web Development,Systems Architecture",Software Engineer,164544,Bachelors,True,Remote,2.2,Florida
568,2.0,"Node.js,REST API,React,C++,Git,JavaScript,Azure,Ruby",8,Cloud Computing,Full Stack Developer,108460,Masters,True,Remote,2.6,Washington
569,6.9,"JavaScript,Java,SQL,MongoDB",4,Cloud Computing,DevOps Engineer,146083,Masters,False,Remote,1.6,California
570,3.3,"Git,Microservices,Linux,Docker,Go",5,Data Science,Database Administrator,117514,Bachelors,False,Hybrid,2.2,Texas
571,3.3,"React,Azure,TensorFlow,Kubernetes,JavaScript,Docker,SQL",7,"Web Development,Security",Software Engineer,116548,Bachelors,False,Remote,3.9,California
572,3.7,"AWS,Python,Linux,REST API,Node.js,Azure",6,"Machine Learning,Security",Software Engineer,125014,Bachelors,False,Remote,1.1,Massachusetts
573,3.2,"Python,Ruby,C++",3,"Cloud Computing,DevOps",Security Analyst,98228,Masters,False,Hybrid,1.4,Illinois
574,3.4,"Python,Linux,SQL,REST API,React",5,"Security,Data Science,Web Development",Database Administrator,107611,Bachelors,False,Hybrid,1.7,Oregon
575,3.7,"Git,Docker,Azure,Python,Microservices",5,"Data Science,Cloud Computing",Full Stack Developer,113818,Bachelors,False,Remote,1.6,New York
576,7.8,"Linux,AWS,Python",3,"Mobile Development,Systems Architecture",Data Scientist,153514,Bachelors,True,Hybrid,3.0,Colorado
577,3.8,"PyTorch,Java,REST API,JavaScript",4,Database Administration,Full Stack Developer,116364,Bachelors,True,Hybrid,3.2,Illinois
578,5.2,"React,Azure,Linux,Node.js,Git",5,"Security,Machine Learning",Security Analyst,118769,Bachelors,True,On-site,2.7,Massachusetts
579,5.0,"Git,Kubernetes,REST API,C++,JavaScript,SQL,Linux,Docker",8,"Cloud Computing,Web Development",Systems Engineer,130127,Bachelors,True,Hybrid,3.4,New York
580,4.4,"Microservices,REST API,Azure,Python,Kubernetes,C++,React",7,"Security,Cloud Computing",ML Engineer,126044,Masters,True,Hybrid,2.4,Colorado
581,2.4,"Linux,Git,Java,JavaScript,MongoDB,AWS,SQL",7,"Web Development,Cloud Computing,Systems Architecture",ML Engineer,110467,Bachelors,True,Remote,2.5,Texas
582,4.0,"Git,C++,TensorFlow,Java,Docker",5,Network Engineering,Full Stack Developer,126272,Masters,False,Hybrid,2.4,Texas
583,6.3,"React,TensorFlow,Git,Docker,AWS,SQL,MongoDB",7,"Security,Systems Architecture,Database Administration",Software Engineer,152503,Masters,True,On-site,1.1,Colorado
584,4.7,"SQL,Go,Docker,REST API,TensorFlow,React,C++,JavaScript",8,"DevOps,Web Development",Full Stack Developer,128060,Masters,False,Remote,3.7,North Carolina
585,5.6,"Node.js,JavaScript,C++",3,"Systems Architecture,Web Development,DevOps",Software Engineer,130724,Masters,True,Remote,1.5,Georgia
586,5.9,"Git,SQL,Linux,Kubernetes,Python,AWS",6,"Systems Architecture,Cloud Computing",Software Engineer,151186,Bachelors,True,Hybrid,3.1,Georgia
587,7.3,"React,MongoDB,Git,Python,SQL,Node.js,JavaScript,Java",8,"Systems Architecture,Security",Full Stack Developer,175504,Bachelors,True,Remote,1.9,Virginia
588,4.7,"SQL,Azure,JavaScript,Go,Linux",5,"Cloud Computing,Systems Architecture,Network Engineering",Security Analyst,125952,Bachelors,True,Remote,2.1,Arizona
589,6.4,"Python,TensorFlow,Azure,React,Docker,Git,AWS,SQL",8,Web Development,Database Administrator,159228,Bachelors,True,Hybrid,2.3,Oregon
590,2.5,"C++,SQL,Git,Microservices,Linux",5,"Cloud Computing,Machine Learning",Security Analyst,91235,Bachelors,True,Hybrid,1.1,Arizona
591,6.2,"PyTorch,Java,Docker,Azure,SQL",5,"Mobile Development,Database Administration",Full Stack Developer,150280,Bachelors,True,Remote,2.2,California
592,3.0,"Java,React,Azure,Docker,Linux,TensorFlow,C++",7,"DevOps,Cloud Computing,Systems Architecture",Security Analyst,116000,Bachelors,True,Hybrid,1.9,California
593,2.4,"Git,React,MongoDB,Java,Microservices",5,"Web Development,Database Administration",Full Stack Developer,104797,Bachelors,False,Hybrid,3.8,Utah
594,5.4,"AWS,REST API,Linux,Python,TensorFlow,Docker,JavaScript",7,"Data Science,Web Development",Software Engineer,151658,Bachelors,False,Remote,4.0,Virginia
595,4.4,"Node.js,Linux,Docker,React",4,"Database Administration,DevOps",DevOps Engineer,105545,Masters,False,On-site,3.3,Georgia
596,3.2,"Git,Node.js,Python,Azure,JavaScript",5,"Database Administration,Systems Architecture,Network Engineering",ML Engineer,110916,Masters,True,Hybrid,1.1,Virginia
597,4.4,"Git,Linux,Go",3,"DevOps,Database Administration,Cloud Computing",Software Engineer,117534,Bachelors,False,Remote,2.3,California
598,5.2,"AWS,Linux,REST API,Python",4,Data Science,Full Stack Developer,113997,Masters,True,Hybrid,3.0,Illinois
599,7.4,"SQL,Node.js,REST API",3,"Cloud Computing,Data Science",ML Engineer,144775,Masters,False,Remote,1.6,Utah
600,6.0,"Linux,Microservices,Go,REST API,Docker,TensorFlow,React",7,"Network Engineering,Web Development",Database Administrator,158843,Bachelors,True,Hybrid,3.7,Illinois
601,7.9,"Go,AWS,TensorFlow,SQL,MongoDB,Git,C++",7,Web Development,Database Administrator,170176,Bachelors,True,Hybrid,1.7,Colorado
602,7.9,"SQL,JavaScript,Docker,Ruby,AWS,REST API,Go,Git",8,"Cloud Computing,Web Development,Machine Learning",Network Administrator,174700,Bachelors,True,Hybrid,1.6,Utah
603,5.5,"Go,Docker,AWS,Git,Linux",5,Network Engineering,Database Administrator,132635,Bachelors,False,On-site,3.8,Colorado
604,3.5,"Kubernetes,Linux,Ruby,Go",4,"Mobile Development,Data Science,Network Engineering",Full Stack Developer,111566,Bachelors,False,Hybrid,3.1,Texas
605,2.1,"Git,Java,C++,MongoDB,JavaScript",5,"Data Science,Mobile Development,Network Engineering",Software Engineer,92832,Bachelors,True,On-site,2.1,Texas
606,3.0,"Git,JavaScript,SQL",3,"Machine Learning,Systems Architecture,Mobile Development",Full Stack Developer,91524,Bachelors,False,Remote,2.3,Florida
607,6.3,"Azure,REST API,SQL,Python,Kubernetes,Microservices,Linux",7,Security,Data Scientist,137401,Bachelors,True,On-site,3.2,Massachusetts
608,6.1,"Git,MongoDB,React,REST API,Python,Go,Java,Docker",8,Cloud Computing,Data Scientist,164738,Bachelors,False,On-site,1.8,Georgia
609,2.3,"Git,Linux,Node.js,SQL,Go,MongoDB",6,"Systems Architecture,DevOps,Web Development",Full Stack Developer,100877,Bachelors,True,Remote,3.0,Florida
610,2.5,"AWS,MongoDB,React,Kubernetes,JavaScript,Linux",6,"Cloud Computing,Data Science,Web Development",Full Stack Developer,107090,Bachelors,True,Remote,2.4,Utah
611,7.8,"C++,Azure,MongoDB,Linux,JavaScript,Python,Docker,Microservices",8,"Data Science,Cloud Computing,Web Development",ML Engineer,178696,Masters,True,Hybrid,1.4,New York
612,6.9,"Ruby,REST API,React,JavaScript,Docker,Go",6,Data Science,Software Engineer,154075,Bachelors,False,Hybrid,3.9,Illinois
613,4.3,"Node.js,REST API,Azure,React,TensorFlow",5,"Web Development,Security",Security Analyst,126225,PhD,True,Remote,2.5,Utah
614,6.3,"JavaScript,Java,AWS,Azure,C++,Go,Python,Linux",8,"Database Administration,Mobile Development",ML Engineer,147030,Masters,True,On-site,1.0,New York
615,4.9,"Docker,AWS,React,Git,Node.js,C++,Linux,MongoDB",8,"Cloud Computing,Security,Web Development",ML Engineer,151363,Bachelors,True,Remote,3.8,New York
616,3.9,"SQL,Git,REST API,Python,JavaScript,React,Microservices,Kubernetes",8,"Network Engineering,Security,Web Development",Systems Engineer,118927,Bachelors,True,Hybrid,1.5,Illinois
617,2.8,"Azure,REST API,JavaScript",3,"Network Engineering,Security",Software Engineer,92862,Bachelors,True,Remote,1.5,Massachusetts
618,4.0,"JavaScript,C++,Java,Azure,Git,Python",6,DevOps,Full Stack Developer,130045,Masters,True,On-site,1.5,California
619,6.7,"TensorFlow,Linux,SQL,Python,Java",5,"Cloud Computing,Data Science,Web Development",Full Stack Developer,136255,Bachelors,False,Hybrid,3.1,California
620,5.3,"Node.js,JavaScript,Go",3,"DevOps,Web Development,Mobile Development",ML Engineer,128296,Bachelors,False,Hybrid,1.2,Florida
621,6.0,"SQL,Go,React,Git,Python,Docker",6,"Network Engineering,Data Science,Mobile Development",Software Engineer,152891,Bachelors,True,Remote,4.0,North Carolina
622,3.3,"Docker,AWS,SQL,Python",4,Data Science,Data Scientist,94012,Bachelors,True,Remote,3.5,Colorado
623,2.7,"Node.js,JavaScript,Java,Azure,C++,TensorFlow",6,"Mobile Development,Cloud Computing,Systems Architecture",Network Administrator,105914,PhD,True,On-site,3.9,Illinois
624,4.5,"Ruby,Java,Node.js",3,Database Administration,Database Administrator,117102,Masters,False,Remote,2.6,Washington
625,6.8,"Java,REST API,Node.js,Linux,SQL,AWS,React,Docker",8,Web Development,Software Engineer,145286,Bachelors,True,Remote,1.7,Oregon
626,4.7,"Java,AWS,React,Python,TensorFlow,JavaScript,PyTorch",7,Cloud Computing,Database Administrator,126514,Bachelors,True,Hybrid,1.7,Washington
627,7.1,"Java,C++,Ruby",3,"Cloud Computing,Mobile Development",Network Administrator,142965,Masters,True,Hybrid,3.8,Oregon
628,5.2,"REST API,Linux,Azure,Git,AWS,JavaScript,TensorFlow",7,"Systems Architecture,Web Development,Data Science",Cloud Architect,132491,PhD,False,On-site,1.1,Florida
629,4.8,"Python,Git,REST API,SQL,Java",5,"Security,Cloud Computing",Data Scientist,122671,Bachelors,True,Remote,2.3,Oregon
630,3.4,"Python,React,Linux,Git,JavaScript,REST API,Azure",7,"Cloud Computing,DevOps",Database Administrator,111178,Bachelors,True,Hybrid,1.1,Colorado
631,7.0,"Linux,Java,Microservices,SQL,AWS",5,Mobile Development,Data Scientist,158986,PhD,False,On-site,3.3,California
632,4.9,"Linux,Docker,Python,Node.js,JavaScript,AWS,TensorFlow",7,"Web Development,Cloud Computing,Data Science",Systems Engineer,135936,Bachelors,False,Remote,3.5,Texas
633,6.8,"JavaScript,SQL,Node.js,Java,React",5,"Machine Learning,Cloud Computing,DevOps",Full Stack Developer,139312,Bachelors,True,Remote,2.6,Washington
634,4.0,"REST API,Git,Linux,MongoDB",4,"Data Science,Systems Architecture",Full Stack Developer,116697,Masters,True,Remote,2.0,New York
635,6.1,"AWS,TensorFlow,PyTorch,SQL,Linux,Microservices",6,"Web Development,Data Science",Software Engineer,130687,Bachelors,False,Remote,1.4,North Carolina
636,3.5,"Git,Linux,Python,React,AWS",5,"Cloud Computing,Web Development",Systems Engineer,114962,Bachelors,True,Remote,2.2,Illinois
637,7.0,"Python,C++,SQL,Git,Microservices,Java,Linux,React",8,"Cloud Computing,Network Engineering,Data Science",Software Engineer,148267,Bachelors,True,Hybrid,2.7,Georgia
638,7.5,"Docker,Linux,Go,Git,JavaScript",5,"Data Science,Network Engineering",Full Stack Developer,137445,Masters,True,Remote,1.6,Washington
639,5.5,"Git,Go,Java,JavaScript,SQL,MongoDB,Microservices,Docker",8,"Web Development,Data Science",Cloud Architect,134556,Masters,True,Hybrid,3.4,Arizona
640,7.2,"AWS,Git,Python,SQL,Azure,Go",6,"Web Development,DevOps,Data Science",Software Engineer,158551,Bachelors,True,Hybrid,2.3,Arizona
641,3.6,"SQL,Docker,JavaScript,Python",4,"Web Development,Data Science",Database Administrator,115851,Bachelors,False,Remote,1.3,Colorado
642,7.9,"Node.js,SQL,Docker,AWS,Go,React,Linux",7,"DevOps,Cloud Computing",Systems Engineer,169984,Masters,True,Remote,2.4,New York
643,7.0,"TensorFlow,Node.js,Python,React",4,Web Development,Security Analyst,150100,Masters,True,Remote,1.6,Illinois
644,3.5,"Linux,TensorFlow,Python,Git,Docker,C++",6,"Database Administration,Web Development,Data Science",Full Stack Developer,124317,Masters,True,Hybrid,3.4,New York
645,5.6,"Python,React,MongoDB,C++",4,"Systems Architecture,Cloud Computing",Data Scientist,125044,Masters,False,Remote,3.5,Virginia
646,3.3,"REST API,SQL,Python,JavaScript,Linux,Node.js,Go,Git",8,"Machine Learning,Data Science",Full Stack Developer,118027,Bachelors,True,Remote,1.4,Illinois
647,6.2,"React,JavaScript,Git,Java",4,"Mobile Development,Data Science",Software Engineer,126383,Bachelors,True,Remote,3.3,Utah
648,6.6,"Python,Docker,MongoDB,Kubernetes",4,"Network Engineering,Database Administration",Software Engineer,139581,Bachelors,False,Remote,3.0,Illinois
649,4.2,"SQL,Linux,JavaScript",3,"Cloud Computing,Web Development,Mobile Development",Software Engineer,97686,Bachelors,False,Remote,1.1,Arizona
650,6.5,"PyTorch,Linux,JavaScript",3,"Data Science,Web Development",Systems Engineer,121276,Bachelors,True,Hybrid,3.2,North Carolina
651,6.1,"JavaScript,AWS,React",3,"Mobile Development,Cloud Computing,Security",Systems Engineer,113697,Masters,True,Remote,3.4,Oregon
652,5.0,"Python,JavaScript,Git,Java",4,"Cloud Computing,Data Science,Machine Learning",Network Administrator,123088,Bachelors,True,Hybrid,3.1,Oregon
653,4.7,"AWS,Azure,Node.js,Python,SQL",5,Web Development,Systems Engineer,125445,Bachelors,True,Remote,1.4,California
654,4.8,"Go,REST API,JavaScript,Python,C++",5,Data Science,Software Engineer,116482,Masters,True,Remote,1.2,North Carolina
655,4.3,"C++,JavaScript,Linux,Go,Ruby,Git,SQL,AWS",8,Cloud Computing,Security Analyst,140840,Masters,False,On-site,2.5,Illinois
656,6.4,"Java,Docker,Kubernetes,AWS",4,Data Science,Database Administrator,120944,Bachelors,False,On-site,1.5,Colorado
657,3.2,"C++,Git,Python,Kubernetes,Node.js,Java",6,"Security,Web Development,Database Administration",Database Administrator,105223,Masters,True,On-site,2.3,North Carolina
658,2.0,"JavaScript,Docker,Azure",3,"Web Development,Machine Learning",Network Administrator,85421,Masters,False,Remote,1.9,Colorado
659,7.0,"Java,AWS,Git,Docker,C++,Kubernetes,Microservices,Node.js",8,"Mobile Development,Cloud Computing,Machine Learning",Data Scientist,149620,Masters,True,Hybrid,3.8,Utah
660,4.6,"Ruby,TensorFlow,React",3,Data Science,Network Administrator,109992,Bachelors,True,Remote,2.7,Illinois
661,5.7,"AWS,JavaScript,Azure,React,Java,Docker",6,"Cloud Computing,Web Development,DevOps",Network Administrator,145859,Masters,True,Remote,1.0,Illinois
662,7.4,"Linux,Docker,REST API,Microservices",4,Systems Architecture,Software Engineer,153274,Bachelors,True,Hybrid,3.2,Utah
663,7.6,"SQL,Docker,Go,C++,Python,Git,Azure,MongoDB",8,"Data Science,Mobile Development",Systems Engineer,166301,Bachelors,True,Remote,1.3,Washington
664,4.8,"SQL,C++,Git,Ruby",4,Web Development,Network Administrator,126271,Masters,True,Remote,3.2,Oregon
665,2.7,"PyTorch,Azure,Java,TensorFlow,Linux,Docker,MongoDB",7,"Machine Learning,Systems Architecture",Full Stack Developer,110448,Bachelors,True,Remote,1.1,Virginia
666,7.6,"React,Git,AWS,Java",4,"Database Administration,Web Development",DevOps Engineer,145273,Bachelors,True,Hybrid,4.0,Colorado
667,2.9,"Docker,C++,Microservices,Git,Python,PyTorch,JavaScript",7,Machine Learning,Database Administrator,110351,Masters,True,Remote,1.2,Texas
668,6.8,"Linux,TensorFlow,JavaScript,Java,C++,MongoDB",6,"Data Science,DevOps",Network Administrator,144983,Bachelors,False,Hybrid,1.2,Arizona
669,3.5,"Microservices,SQL,TensorFlow,Java,Python,C++,Linux,Kubernetes",8,"Cloud Computing,Web Development",Full Stack Developer,112876,Masters,False,Hybrid,3.7,Colorado
670,2.7,"REST API,PyTorch,Git",3,"Cloud Computing,Data Science",Network Administrator,85221,Bachelors,True,Remote,2.7,Washington
671,3.7,"MongoDB,Kubernetes,Node.js,Git,Java",5,"Web Development,Systems Architecture,DevOps",Full Stack Developer,117855,Bachelors,False,Hybrid,1.9,Illinois
672,7.8,"SQL,Python,Linux",3,Web Development,Software Engineer,153768,Bachelors,False,Hybrid,1.9,Washington
673,2.8,"Docker,TensorFlow,Linux,React",4,"Cloud Computing,Security",Security Analyst,103040,Bachelors,True,Hybrid,3.5,Oregon
674,7.7,"AWS,Python,Docker,REST API,Microservices,Ruby",6,"Database Administration,Security,Network Engineering",Data Scientist,161913,Masters,False,Hybrid,1.1,Florida
675,6.1,"Python,JavaScript,Git",3,"Mobile Development,Cloud Computing",Security Analyst,128907,Bachelors,True,Hybrid,3.7,Washington
676,2.8,"AWS,SQL,C++,Azure,Python,REST API,Node.js",7,Web Development,Security Analyst,111285,Masters,True,Remote,1.4,Arizona
677,3.4,"Microservices,PyTorch,MongoDB,Git,Java,SQL,Docker",7,"Mobile Development,Network Engineering,Machine Learning",DevOps Engineer,125810,Bachelors,True,Hybrid,3.6,New York
678,5.8,"Git,Docker,Linux,C++,PyTorch,SQL,Python",7,Cloud Computing,Cloud Architect,133317,Masters,False,Remote,2.2,California
679,6.8,"JavaScript,Docker,React,Azure,Linux,SQL,AWS",7,"Data Science,Systems Architecture",Security Analyst,148716,Masters,False,Hybrid,1.6,Georgia
680,4.4,"Python,REST API,AWS,JavaScript,PyTorch,TensorFlow,Git,C++",8,"Web Development,Data Science",Software Engineer,127321,PhD,False,Hybrid,2.9,Texas
681,4.9,"JavaScript,C++,Java,PyTorch,TensorFlow,Git,Linux",7,Systems Architecture,Data Scientist,122671,Bachelors,True,On-site,2.5,New York
682,3.9,"Git,Azure,Linux,Microservices,Node.js",5,"Database Administration,Web Development,Cloud Computing",Software Engineer,110654,Masters,False,Hybrid,1.8,Oregon
683,4.9,"Kubernetes,Docker,PyTorch,C++",4,Cloud Computing,Data Scientist,120976,Bachelors,True,On-site,1.6,California
684,6.5,"Ruby,REST API,Git,SQL,AWS,Docker,Azure,React",8,"Web Development,DevOps,Data Science",Software Engineer,159658,Masters,True,Remote,2.7,California
685,5.2,"REST API,TensorFlow,AWS,Linux,Git",5,"Cloud Computing,Database Administration",Data Scientist,126851,Bachelors,True,Remote,2.7,Massachusetts
686,3.0,"C++,JavaScript,Docker,Microservices,SQL,React,Node.js,Go",8,Database Administration,Full Stack Developer,123514,Bachelors,False,Remote,1.9,Virginia
687,5.4,"Git,AWS,Azure,SQL,Node.js,Linux",6,Mobile Development,Full Stack Developer,134579,PhD,True,Hybrid,2.9,North Carolina
688,5.0,"Kubernetes,JavaScript,AWS,Docker,Git",5,"Machine Learning,Data Science,Cloud Computing",Database Administrator,131563,Bachelors,True,On-site,2.2,New York
689,7.7,"Java,Go,Azure,REST API,Node.js,Microservices,Linux",7,Machine Learning,Software Engineer,155964,Bachelors,True,Remote,3.6,Texas
690,3.9,"Python,C++,Node.js",3,"Mobile Development,Machine Learning,Data Science",Network Administrator,112724,Masters,False,Remote,1.1,Virginia
691,3.5,"Kubernetes,Ruby,Python,PyTorch,Azure,React,AWS,Docker",8,"Cloud Computing,Web Development,Machine Learning",Network Administrator,122724,Bachelors,True,On-site,2.2,Florida
